query,title,year,venue,authors,doi,url,type,source,score,tags
object pose contact state estimation manipulation,Object recognition and pose estimation for robotic manipulation using color cooccurrence histograms,None,Proceedings 2003 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS 2003) (Cat. No.03CH37453),S. Ekvall; F. Hoffmann; D. Kragic,10.1109/iros.2003.1248822,https://doi.org/10.1109/iros.2003.1248822,proceedings-article,Crossref,2,manipulation;dynamics
object pose contact state estimation manipulation,ActiveSPN: Active Soft Polyhedral Networks with Pose Estimation for In-Finger Object Manipulation_supp1-3583616.mp4,None,,Fang Wan,10.1109/lra.2025.3583616/mm1,https://doi.org/10.1109/lra.2025.3583616/mm1,component,Crossref,2,manipulation;dynamics
latent state manipulation tactile sensing,Tactile Sensing System Device for Robotic Manipulation,None,Proceedings of the IEEE International Workshop on Intelligent Motion Control,M. Witte; A. Mitchell,10.1109/imc.1990.687441,https://doi.org/10.1109/imc.1990.687441,proceedings-article,Crossref,2,tactile;manipulation
latent state manipulation tactile sensing,Integrating Tactile Sensing with control for Dextrous Manipulation,None,Proceedings of the IEEE International Workshop on Intelligent Motion Control,R.D. Howe; M.R. Cutkosky,10.1109/imc.1990.687344,https://doi.org/10.1109/imc.1990.687344,proceedings-article,Crossref,2,tactile;manipulation
latent state manipulation tactile sensing,Tactile sensing system design issues in machine manipulation,None,Proceedings. 1987 IEEE International Conference on Robotics and Automation,S. Jacobsen; I. McCammon; K. Biggers; R. Phillips,10.1109/robot.1987.1087755,https://doi.org/10.1109/robot.1987.1087755,proceedings-article,Crossref,2,tactile;manipulation
latent state manipulation tactile sensing,Manipulation And Active Sensing By Pushing Using Tactile Feedback,None,Proceedings of the IEEE/RSJ International Conference on Intelligent Robots and Systems,K.M. Lynch; H. Maekawa; K. Tanie,10.1109/iros.1992.587370,https://doi.org/10.1109/iros.1992.587370,proceedings-article,Crossref,2,tactile;manipulation
latent state manipulation tactile sensing,A tactile shape sensing and display system for teleoperated manipulation,None,Proceedings of 1995 IEEE International Conference on Robotics and Automation,D.A. Kontarinis; J.S. Son; W. Peine; R.D. Howe,10.1109/robot.1995.525356,https://doi.org/10.1109/robot.1995.525356,proceedings-article,Crossref,2,tactile;manipulation
latent state manipulation tactile sensing,Modeling of soft fingertip for object manipulation using tactile sensing,None,Proceedings 2003 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS 2003) (Cat. No.03CH37453),T. Inoue; S. Hirai,10.1109/iros.2003.1249271,https://doi.org/10.1109/iros.2003.1249271,proceedings-article,Crossref,2,tactile;manipulation
slip detection grasp control robot,A simulation-based grasp planning system for multifinger robot hands,None,Proceedings of 8th IEEE International Symposium on Intelligent Control,G. Wohlke,10.1109/isic.1993.397710,https://doi.org/10.1109/isic.1993.397710,proceedings-article,Crossref,2,manipulation
slip detection grasp control robot,Practice for Grasp-Type Robot End-Effectors: Split Force Measurement Apparatus,None,,,10.1520/f3756-26,https://doi.org/10.1520/f3756-26,standard,Crossref,2,contact;manipulation
slip detection grasp control robot,Standard Practice for Grasp-Type Robot End-Effectors: Split Force Measurement Apparatus,None,,,10.1520/f3756-25,https://doi.org/10.1520/f3756-25,standard,Crossref,2,contact;manipulation
slip detection grasp control robot,Standard Practice for Grasp-Type Robot End-Effectors: Split Force Measurement Apparatus,None,,,10.1520/f3756,https://doi.org/10.1520/f3756,standard,Crossref,2,contact;manipulation
robotic hand slip estimation tactile,In-hand robotic tactile object recognition,None,,Alex Vásquez,10.70675/a85705c0z8771z4b67z8875z9446af588c85,https://doi.org/10.70675/a85705c0z8771z4b67z8875z9446af588c85,dissertation,Crossref,2,tactile;manipulation
robotic hand slip estimation tactile,Real-Time grasp type estimation for a robotic prosthetic hand,None,,Mehrshad Zandigohar,10.17760/d20410366,https://doi.org/10.17760/d20410366,dissertation,Crossref,2,manipulation
robotic hand slip estimation tactile,"Robotic manipulation of hand tools: estimation, planning, control and finger gaiting",None,,Ling Tang,10.31274/td-20251215-22,https://doi.org/10.31274/td-20251215-22,dissertation,Crossref,2,manipulation
robotic hand slip estimation tactile,Using tactile and visual sensing with a robotic hand,None,Proceedings of International Conference on Robotics and Automation,P.K. Allen; A.T. Miller; P.Y. Oh; B.S. Leibowitz,10.1109/robot.1997.620114,https://doi.org/10.1109/robot.1997.620114,proceedings-article,Crossref,2,tactile;manipulation
robotic hand slip estimation tactile,Design a C.I for sensitive tactile system for robotic hand with capacitance effect,None,Proceedings of the 17th IEEE Instrumentation and Measurement Technology Conference [Cat. No. 00CH37066],F.F. Cordova Quiroz,10.1109/imtc.2000.848886,https://doi.org/10.1109/imtc.2000.848886,proceedings-article,Crossref,2,tactile;manipulation
manipulation contact dynamics estimation,Coherent manipulation of Andreev Bound States in an atomic contact,None,,Camille Janvier,10.70675/ad6a6696z8515z44f4z8b6dz4ad5454f8c93,https://doi.org/10.70675/ad6a6696z8515z44f4z8b6dz4ad5454f8c93,dissertation,Crossref,2,contact;manipulation
manipulation contact dynamics estimation,Robust Pivoting Manipulation Using Contact Implicit Bilevel Optimization_supp1-3422053.mp4,None,,Devesh Jha,10.1109/tro.2024.3422053/mm1,https://doi.org/10.1109/tro.2024.3422053/mm1,component,Crossref,2,contact;manipulation
manipulation contact dynamics estimation,Human-Robot Collaborative Cable-Suspended Manipulation with Contact Distinction_supp1-3511396.mp4,None,,Giovanni Cortigiani,10.1109/lra.2024.3511396/mm1,https://doi.org/10.1109/lra.2024.3511396/mm1,component,Crossref,2,contact;manipulation
manipulation contact dynamics estimation,Hierarchical Diffusion Policy: Manipulation Trajectory Generation Via Contact Guidance_supp1-3547272.mp4,None,,Faliang Chang,10.1109/tro.2025.3547272/mm1,https://doi.org/10.1109/tro.2025.3547272/mm1,component,Crossref,2,contact;manipulation
manipulation contact dynamics estimation,Manipulation of cell-mediated immunity in contact hypersensitivity and cancer,None,,Frances P Noonan,10.14264/uql.2016.1033,https://doi.org/10.14264/uql.2016.1033,dissertation,Crossref,2,contact;manipulation
manipulation contact dynamics estimation,Enhancing Dexterity in Robotic Manipulation via Hierarchical Contact Exploration_supp1-3333699.mp4,None,,Xianyi Cheng,10.1109/lra.2023.3333699/mm1,https://doi.org/10.1109/lra.2023.3333699/mm1,component,Crossref,2,contact;manipulation
manipulation contact dynamics estimation,Loco-manipulation with non-impulsive contact-implicit planning in a slithering robot,None,,Kruthika Gangaraju,10.17760/d20659798,https://doi.org/10.17760/d20659798,dissertation,Crossref,2,contact;manipulation
manipulation contact dynamics estimation,"Modélisation, réalisation et commande d'un système de micro-manipulation sans contact par diélectrophorèse",None,,Mohamed Kharboutly,10.70675/b84adc76z4eb2z4134z95caz5f87e32be30c,https://doi.org/10.70675/b84adc76z4eb2z4134z95caz5f87e32be30c,dissertation,Crossref,2,contact;manipulation
manipulation contact dynamics estimation,Dynamics of Soft-fingered Grasping and Manipulation,None,Mechanics and Control of Soft-fingered Manipulation,,10.1007/978-1-84800-981-3_7,https://doi.org/10.1007/978-1-84800-981-3_7,book-chapter,Crossref,2,manipulation
manipulation contact dynamics estimation,"Conception, modélisation et commande d’une surface de manipulation sans contact à flux d’air induit",None,,Anne Delettre,10.70675/db98aa43z114cz4331z8067z463e59de33b8,https://doi.org/10.70675/db98aa43z114cz4331z8067z463e59de33b8,dissertation,Crossref,2,contact;manipulation
manipulation contact dynamics estimation,Application of neural networks in inverse dynamics based contact force estimation,None,"Proceedings of 2005 IEEE Conference on Control Applications, 2005. CCA 2005.",Andrew Charles Smith; K. Hashtrudi-Zaad,10.1109/cca.2005.1507264,https://doi.org/10.1109/cca.2005.1507264,proceedings-article,Crossref,2,contact
robot grasp tactile sensing,Augmentation of grasp robustness using intrinsic tactile sensing,None,"Proceedings, 1989 International Conference on Robotics and Automation",A. Bicchi; J.K. Salisbury; P. Dario,10.1109/robot.1989.100005,https://doi.org/10.1109/robot.1989.100005,proceedings-article,Crossref,2,tactile;manipulation
robot tactile feedback manipulation,Coordinated motion generation for multifingered manipulation using tactile feedback,None,Proceedings 1999 IEEE International Conference on Robotics and Automation (Cat. No.99CH36288C),S.L. Jiang; K.K. Choi; Z.X. Li,10.1109/robot.1999.774058,https://doi.org/10.1109/robot.1999.774058,proceedings-article,Crossref,2,tactile;manipulation
force control contact estimation robot,Robust position/force control of robot manipulators during contact tasks,None,Proceedings of 1994 American Control Conference - ACC '94,L. Cai; G. Song,10.1109/acc.1994.751727,https://doi.org/10.1109/acc.1994.751727,proceedings-article,Crossref,2,contact
force control contact estimation robot,Contact stability in model-based force control systems of robot manipulators,None,Proceedings IEEE International Symposium on Intelligent Control 1988,S.B. Karunakar; A.A. Goldenberg,10.1109/isic.1988.65467,https://doi.org/10.1109/isic.1988.65467,proceedings-article,Crossref,2,contact
force control contact estimation robot,Robot manipulator contact force control application of fuzzy-neural network,None,Proceedings of 1995 IEEE International Conference on Robotics and Automation,K. Kiguchi; T. Fukuda,10.1109/robot.1995.525393,https://doi.org/10.1109/robot.1995.525393,proceedings-article,Crossref,2,contact
force control contact estimation robot,"Rough-terrain locomotion and unilateral contact force regulations with a
                    multi-modal legged robot",None,,Kaier Liang,10.17760/d20409206,https://doi.org/10.17760/d20409206,dissertation,Crossref,2,contact
force control contact estimation robot,Gravity Compensation Method for Whole Body-Mounted Robot with Contact Force Distribution Sensor_supp1-3433308.mp4,None,,Yuki Funabora,10.1109/lra.2024.3433308/mm1,https://doi.org/10.1109/lra.2024.3433308/mm1,component,Crossref,2,contact
dexterous grasp pose estimation,Arm-Aware Guided Dexterous Grasp Generation with Arm-Agnostic Grasp Models_supp1-3674025.mp4,None,,Yongyi Jia,10.1109/lra.2026.3674025/mm1,https://doi.org/10.1109/lra.2026.3674025/mm1,component,Crossref,2,manipulation
dexterous grasp pose estimation,GraspAgent 1.0: Adversarial Continual Dexterous Grasp Learning_supp1-3502066.mp4,None,,Peng Wang,10.1109/lra.2024.3502066/mm1,https://doi.org/10.1109/lra.2024.3502066/mm1,component,Crossref,2,manipulation
dexterous grasp pose estimation,DexTOG: Learning Task-Oriented Dexterous Grasp With Language Condition_supp1-3518116.mp4,None,,Wenqiang Xu,10.1109/lra.2024.3518116/mm1,https://doi.org/10.1109/lra.2024.3518116/mm1,component,Crossref,2,manipulation
dexterous grasp pose estimation,Grasp to Act: Dexterous Grasping for Tool Use in Dynamic Settings_supp1-3677744.mp4,None,,Harsh Gupta,10.1109/lra.2026.3677744/mm1,https://doi.org/10.1109/lra.2026.3677744/mm1,component,Crossref,2,manipulation
dexterous grasp pose estimation,Grasp pose detection in open worlds,None,,Andreas ten Pas,10.17760/d20467223,https://doi.org/10.17760/d20467223,dissertation,Crossref,2,manipulation;dynamics
dexterous grasp pose estimation,High Precision 6-DoF Grasp Detection in Cluttered Scenes Based on Network Optimization and Pose Propagation_supp1-3377951.mp4,None,,Bin Zi,10.1109/lra.2024.3377951/mm1,https://doi.org/10.1109/lra.2024.3377951/mm1,component,Crossref,2,manipulation;dynamics
in-hand manipulation object pose estimation,Hand pose estimation using single depth image,None,,Ruipeng Kang,10.14711/thesis-991012554068503412,https://doi.org/10.14711/thesis-991012554068503412,dissertation,Crossref,2,manipulation;dynamics
in-hand manipulation object pose estimation,Vision-based hand pose estimation and gesture recognition,None,,Hui Liang,10.32657/10356/65842,https://doi.org/10.32657/10356/65842,dissertation,Crossref,2,manipulation;dynamics
in-hand manipulation object pose estimation,Real-time 3D hand pose estimation from depth images,None,,Liuhao Ge,10.32657/10220/46781,https://doi.org/10.32657/10220/46781,dissertation,Crossref,2,manipulation;dynamics
in-hand manipulation object pose estimation,Model-based 3D hand pose estimation from monocular video,None,,Martin de La Gorce,10.70675/66334e5az8549z4182z94c5z8064c115d3dc,https://doi.org/10.70675/66334e5az8549z4182z94c5z8064c115d3dc,dissertation,Crossref,2,manipulation;dynamics
in-hand manipulation object pose estimation,Hand pose estimation and movement analysis for occupational therapy,None,,Luciano Walenty Xavier Cejnog,10.11606/t.45.2021.tde-16022022-161906,https://doi.org/10.11606/t.45.2021.tde-16022022-161906,dissertation,Crossref,2,manipulation;dynamics
in-hand manipulation object pose estimation,EvHandPose: Event-Based 3D Hand Pose Estimation With Sparse Supervision_supp1-3380648.pdf,None,,Jianping Jiang,10.1109/tpami.2024.3380648/mm1,https://doi.org/10.1109/tpami.2024.3380648/mm1,component,Crossref,2,manipulation;dynamics
robot compliance estimation contact,Force-Compliance MPC and Robot-User CBFs for Interactive Navigation and User-Robot Safety in Hexapod Guide Robots_supp1-3596630.mp4,None,,Feng Gao,10.1109/tase.2025.3596630/mm1,https://doi.org/10.1109/tase.2025.3596630/mm1,component,Crossref,2,contact;dynamics
friction estimation tactile robotics,Surface engineering of tactile friction,None,,Dmitrii Sergachev,10.3990/1.9789036551786,https://doi.org/10.3990/1.9789036551786,dissertation,Crossref,2,tactile;dynamics
friction estimation tactile robotics,Tactile feedback devices : friction control and texture generation,None,,Eric Vezzoli,10.70675/a50a0dfaza5d8z44fbz970dz7de193b37e63,https://doi.org/10.70675/a50a0dfaza5d8z44fbz970dz7de193b37e63,dissertation,Crossref,2,tactile;dynamics
friction estimation tactile robotics,A mechanistic approach to tactile friction,None,,J. van Kuilenburg,10.3990/1.9789036500340,https://doi.org/10.3990/1.9789036500340,dissertation,Crossref,2,tactile;dynamics
friction estimation tactile robotics,Instantaneous evaluation of friction based on ARTC tactile sensor,None,Proceedings 2000 ICRA. Millennium Conference. IEEE International Conference on Robotics and Automation. Symposia Proceedings (Cat. No.00CH37065),H. Shinoda; S. Sasaki; K. Nakamura,10.1109/robot.2000.846350,https://doi.org/10.1109/robot.2000.846350,proceedings-article,Crossref,2,tactile;dynamics
friction estimation tactile robotics,On the biomechanics of the tactile perception of friction,None,,Laurence Willemet,10.70675/84819aecz9901z47e6z9bdaz67710b735ccb,https://doi.org/10.70675/84819aecz9901z47e6z9bdaz67710b735ccb,dissertation,Crossref,2,tactile;dynamics
friction estimation tactile robotics,Bayesian estimation for autonomous object manipulation based on tactile sensors,None,"Proceedings 2006 IEEE International Conference on Robotics and Automation, 2006. ICRA 2006.",A. Petrovskaya; O. Khatib; S. Thrun; A.Y. Ng,10.1109/robot.2006.1641793,https://doi.org/10.1109/robot.2006.1641793,proceedings-article,Crossref,2,tactile;manipulation
friction estimation tactile robotics,The role of tactile friction on the differentiation of surface textures,None,,Adriana Rodriguez,10.3990/1.9789036542227,https://doi.org/10.3990/1.9789036542227,dissertation,Crossref,2,tactile;dynamics
